gi_number	country	geo_loc	collection_year	host	comment	isolate
MF158980	China	-	2015	ferret badger	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	JX15-717
MF158981	China	-	2014	ferret badger	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	JX14-717
MF158982	China	-	2014	ferret badger	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	JX14-497
MF158983	China	-	2013	ferret badger	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	JX13-09
MF158984	China	-	2013	ferret badger	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	JX13-36
MF158985	China	-	2013	ferret badger	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	JX13-39
MF459637	China	Hunan, Changsha	2015	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CCS1501H
MF459638	China	Hunan, Changsha	2015	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CCS1502H
MF476106	China	Hunan, Changsha	2015	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CCS1501H
MF620996	Malaysia	-	2017	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Serian RB03
MF624630	China	-	2017	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	2017my-k0001
MF741703	China	-	2015	Bos taurus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CNM1501C
MF741704	China	-	2015	Bos taurus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CNM1502C
MG201875	China	-	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXRA03
MG201876	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLQ2010
MG201877	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLB2010
MG201878	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS892010
MG201879	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS822010
MG201880	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS132010
MG201881	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS092010
MG201882	China	-	2011	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLZ04
MG201883	China	-	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXHCHJ
MG201884	China	-	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXRA06
MG201885	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLB2010
MG201886	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS822010
MG201887	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS132010
MG201888	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLQ2010
MG201889	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS892010
MG201890	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS092010
MG201891	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS092010
MG201892	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLQ2010
MG201893	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLB2010
MG201894	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS892010
MG201895	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS822010
MG201896	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS132010
MG201897	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS092010
MG201898	China	-	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXRA06
MG201899	China	-	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXRA03
MG201900	China	-	2011	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLZ04
MG201901	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLQ2010
MG201902	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLB2010
MG201903	China	-	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXHCHJ
MG201904	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS892010
MG201905	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS822010
MG201906	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS132010
MG201907	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS092010
MG201908	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLB2010
MG201909	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS892010
MG201910	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS132010
MG201911	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBS822010
MG201912	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLQ2010
MG201913	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BS822010
MG201914	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BS132010
MG201915	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLQ2010
MG201916	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXLB2010
MG201917	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BS892010
MG201918	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BS092010
MG201919	China	-	2011	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXNNSL
MG201920	China	-	2010	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXN119
MG201921	China	-	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	LB19
MG201922	China	-	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GXBH2011
MG201923	China	-	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GX074
MG383883	China	Chongqing	2016	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQJSD16
MG383884	China	Heilongjiang	2016	Bos taurus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HLJC16
MG383885	China	Shanghai	2016	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SHBSD16
MG383887	China	Chongqing	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQCSD17
MG383888	China	Chongqing	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQJJD17
MG383889	China	Chongqing	2016	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQJSD16
MG383891	China	Heilongjiang	2016	Bos taurus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HLJC16
MG383892	China	Shanghai	2016	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SHBSD16
MG383893	China	Zhejiang	2016	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	ZJZSD1601
MG383894	China	Zhejiang	2016	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	ZJZSD1602
MG993207	India	Kerala, Thiruvananthapuram	2018	feline	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Sree_01
MH258839	India	Chennai	2014	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	India/dog/MVC-23/2014
MH746442	China	-	2016	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CXZ1601H
MH828450	Vietnam	Ca Mau	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	18-13530
MK161043	China	-	2018	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	LeiC
MK161044	China	-	2018	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	LeiC
MK370421	Thailand	-	2014	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	169_2014
MK370422	Thailand	-	2012	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	202_2014
MK370423	Thailand	-	2014	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	311_2014
MK370424	Thailand	-	2013	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	338_2013
MK370425	Thailand	-	2013	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	485_2013
MK370426	Thailand	-	2013	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	556_2013
MK370427	Thailand	-	2013	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	567_2013
MK370428	Thailand	-	2013	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	749_2013
MK370429	Thailand	-	2013	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	774_2013
MK370430	Thailand	-	2013	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	809_2013
MK370431	Thailand	-	2013	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	814_2013
MK370432	Thailand	-	2013	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	842_2013
MK370433	Thailand	-	2014	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Dog1_2014
MK370434	Thailand	-	2014	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Dog2_2014
MK510916	China	-	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ17-16
MK510917	China	-	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ17-17-02
MK510918	China	-	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ17-18
MK510919	China	-	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ17-23
MK510920	China	-	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ17-37
MK510921	China	-	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ17-72
MK510922	China	-	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ17-84
MK510923	China	-	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ17-87
MK510924	China	-	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ17-92
MK514264	China	-	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ18-15
MK514265	China	-	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ18-20
MK514266	China	-	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ18-26
MK514267	China	-	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ18-28
MK514268	China	-	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ18-30
MK514269	China	-	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ18-31
MK514270	China	-	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ18-39
MK514271	China	-	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ18-93
MK514272	China	-	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ18-104
MK514273	China	-	2018	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BJ18-140
MK567666	China	-	2013	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GSQY-Dog-China-2013
MK577649	China	-	2015	Ovis aries	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GSJC-Sheep-China-2015
MK622903	China	Henan province	2017	rabies patient	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	17HN16
MK622904	China	Henan province	2017	rabies patient	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	17HN70
MK622905	China	Henan province	2018	rabies patient	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	18HN132
MK622906	China	Henan province	2018	rabies patient	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	18HN157
MK622907	China	Henan province	2018	rabies patient	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	18HN162
MK622908	China	Henan province	2018	rabies patient	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	18HN167
MK689674	China	Gansu	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GS1704D
MK689675	China	Gansu	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GS1703D
MK689676	China	Gansu	2017	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	GS1701D
MK840986	China	Henan province	2018	rabies patient	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	18HN188
AB516765	China	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CHdg15
AB516769	Uganda	-	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	UGdg3
HM486389	China	Shanghai	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CSH0409D
HM486398	China	Shanghai	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CSH0328D
AY009098	China	Ningxia Province	1986	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CNX8601
AY009099	China	Ningxia Province	1986	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CNX8511
DQ105964	India	Kerala	2005	Bos	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	R155
DQ108985	China	Chongqing	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQ/wx-1
DQ108986	China	Chongqing	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQ/qj-1
DQ108987	China	Chongqing	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQ/fj-1
DQ108988	China	Chongqing	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQ/ws-1
DQ108989	China	Chongqing	-	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQ/wl-1
DQ490074	China	-	-	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CNX8511
DQ490075	China	-	-	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CNX8601
DQ646872	China	-	-	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CNX8511
DQ646873	China	-	-	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CNX8601
EF555102	China	-	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQQJDN06
EF555103	China	-	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CQWLDN02
KC887337	India	Tamil Nadu	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	KVAFSU_BNG_RD-25
KC887339	India	Kerala	2012	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	KVAFSU_BNG_RD-08
EU549783	China	Hebei	2006	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BD06
MG458321	China	-	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	ChDg
EF556198	China	Zhejiang	2007	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Zhejiang Wz0(H)
EF643518	China	Hubei	2007	buffalo	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hubei/Wuhan/070308
AB115921	Indonesia	Sumatra	2001	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SN01-23
AB428308	China	Guangxi	2005	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CHdg11
AB428312	China	Guangxi	2003	Canis lupus familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	CHdg6
EU008924	China	Hunan	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HNDB11
EU008925	China	-	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HNDB12
EU008926	China	-	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HNDB18
EU008927	China	Hunan	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HNDB28
EU008928	China	-	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	HNDB33
EU253477	China	Yunnan	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Yunnan_Md06
EU267742	China	Guangxi	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guangxi Cx14
EU267743	China	Guangxi	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guangxi Cx25
EU267744	China	Guangxi	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guangxi Yl66
EU267748	China	Guizhou	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guizhou Al48
EU267749	China	Guizhou	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guizhou Qx1
EU267750	China	Guizhou	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guizhou Qx2
EU267751	China	Guizhou	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Guizhou Qx5
EU267752	China	Hebei	2007	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hebei0(H)
EU267753	China	Henan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan Hb10
EU267754	China	Henan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan Sq6
EU267755	China	Henan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan Sq9
EU267756	China	Henan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan Sq10
EU267757	China	Henan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan Sq21
EU267758	China	Henan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan Sq35
EU267759	China	Henan	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Henan Sq59
EU267760	China	Hubei	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hubei Wh20
EU267761	China	Hubei	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hubei Wh22
EU267762	China	Hunan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan Dk13
EU267763	China	Hunan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan Wg12
EU267764	China	Hunan	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	Hunan Wg13
