gi_number	country	geo_loc	collection_year	host	comment	isolate
EF152239	Brazil	ParaÌba	2003	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10564ctPB/2003
EF152240	Brazil	ParaÌba	2003	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10562ctPB/2003
EF152241	Brazil	PiauÌ 	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6334CthPI/2005
EF152242	Brazil	PiauÌ 	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	4367CthPI/2005
EF152243	Brazil	PiauÌ 	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	4372CthPI/2005
EF152244	Brazil	PiauÌ 	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	4369CthPI/2005
EF152245	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6976CthPE/2005
EF152246	Brazil	PiauÌ 	2005	Pseudalopex vetulus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	4371PvePI/2005
EF152247	Brazil	PiauÌ 	2004	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6129CthPI/2004
EF152248	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6967CthPE/2005
EF152249	Brazil	Pernambuco	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6968dgPE/2005
EF152250	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6971CthPE/2005
EF152251	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6974CthPE/2005
EF152252	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6975CthPE/2005
EF152253	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6978CthPE/2005
EF152254	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6980CthPE/2005
EF152255	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6970CthPE/2005
EF152256	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6973CthPE/2005
EF152258	Brazil	Pernambuco	2005	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6981hmPE/2005
EF152259	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	1406CthPE/2005
EF152260	Brazil	Pernambuco	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9369dgPE/2005
EF152261	Brazil	Pernambuco	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9370dgPE/2005
EF152262	Brazil	Pernambuco	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9371dgPE/2005
EF152263	Brazil	Pernambuco	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9372dgPE/2005
EF152264	Brazil	ParaÌba	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10561dgPB/2003
EF152265	Brazil	ParaÌba	2003	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10562ctPB/2003
EF152266	Brazil	ParaÌba	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	10565dgPB/2003
EF152268	Brazil	Sergipe	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6049dgSE/2005
EF152269	Brazil	Sergipe	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6050dgSE/2005
EF152270	Brazil	PiauÌ 	2005	Pseudalopex vetulus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6333PvePI/2005
EF152272	Brazil	Bahia	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	7576CthBA/2005
EF152273	Brazil	Bahia	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	7578CthBA/2005
EF152274	Brazil	Bahia	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	7579CthBA/2005
EF152275	Brazil	Maranh„o	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8257dgMA/2005
EF152276	Brazil	Par·	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8575dgPA/2005
EF152277	Brazil	Par·	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8578dgPA/2005
EF152278	Brazil	Par·	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8587dgPA/2005
EF152279	Brazil	Par·	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8590dgPA/2005
EF152280	Brazil	Alagoas	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9479dgAL/2005
EF194159	Brazil	PiauÌ 	2003	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	4372CthPI/2003
EF194160	Brazil	Bahia	2004	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9339CthBA/2004
EF194162	Brazil	Pernambuco	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6976CthPE/2005
EF194163	Brazil	Sergipe	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6053CthSE/2005
EF194164	Brazil	PiauÌ 	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6334CthPI/2005
EF194165	Brazil	PiauÌ 	2005	Cerdocyon thous	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	6335CthPI/2005
EF194166	Brazil	Par·	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8581dgPA/2005
EF194167	Brazil	Par·	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8589dgPA/2005
AY854591	Mexico	Coacalco	1996	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	V682
EF363731	Brazil	Barra do Corda	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	IP1297Maranhao/2006
AY854590	Mexico	Chihuahua	1991	Lynx rufus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	V680
AF344304	Canada	-	1992	Western Canada skunk	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	92RABL1741
AF344306	Canada	-	-	Western Canada skunk	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	92RABL00867
AY854589	Mexico	Quecholac	1990	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	V590
KU963491	United States	-	1998	Canis latrans	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SN4-24-CoyoteUSA1998
KU963494	Mexico	Sonora	1994	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SN7-17-SonoraDogMexico1994
KU963495	United States	-	1998	Canis latrans	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SN8-23-CoyoteUSA1998
KU963496	Mexico	Arizona	1994	Urocyon cinereoargenteus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SN9-19-ArizonaGrayFoxMexico1994
KU963497	United States	-	1994	skunk	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	SN10-59-SkunkUSA1994
U22477	Mexico	-	1991	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9126MEX
U22841	Mexico	-	1991	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9110MEX
AB206407	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BR-Pfx1
AB206408	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BR-Pfx2
AB206409	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BR-Pfx3
AB206410	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BR-Pfx4
AB206412	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BR-Pfx7
AB206413	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BR-Pfx8
AB207884	Brazil	-	-	Vulpes	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BR-Pfx6
AB263292	Brazil	Goi·s	1998	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg1
AB263293	Brazil	Goi‚nia	1999	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct4
AB263294	Brazil	Morrinhos	1999	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg7
AB263295	Brazil	Piracanjuba	1999	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg8
AB263296	Brazil	Piracanjuba	1998	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct9
AB263297	Brazil	PoÁos de Caldas	1987	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg11
AB263298	Brazil	S„o Jo„o da Boa Vista	1989	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg13
AB263299	Brazil	S„o Jo„o da Boa Vista	1989	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct14
AB263300	Brazil	Caldas Novas	1999	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg19
AB263301	Brazil	Caldas Novas	1999	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct20
AB263302	Brazil	Cocalzinho de Goi·s	1999	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct21
AB263303	Brazil	Goianira	1998	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct22
AB263304	Brazil	Goi·s	1999	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg24
AB263305	Brazil	Itaberai	1999	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct25
AB263306	Brazil	Leopol do Bulhıes	1999	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct26
AB263307	Brazil	Morrinhos	1999	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct27
AB263308	Brazil	Taquaral de Goi·s	1999	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg29
AB263309	Brazil	Andradina	1992	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg77
AB263310	Brazil	ItaguaÁu	2001	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg96
AB263311	Brazil	ItaguaÁu	2001	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg97
AB263312	Brazil	ItaguaÁu	2001	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg98
AB263313	Brazil	Santa Tereza de Goi·s	2001	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg101
AB263314	Brazil	Ceres	2001	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg102
AB263315	Brazil	Morrinhos	1999	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct112
AB263316	Brazil	Itaberai	1999	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct116
AB263317	Brazil	Goi·s	1998	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg117
AB263318	Brazil	Goi·s	2000	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct120
AB263319	Brazil	Goi‚nia	2000	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg121
AB263320	Brazil	Morrinhos	2000	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg125
AB263321	Brazil	Goi‚nia	2000	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg126
AB263322	Brazil	Goi‚nia	2000	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg127
AB263323	Brazil	Goi·s	2000	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg128
AB263324	Brazil	Rio de Janeiro	1985	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg317
AB263326	Brazil	Bacabal	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg321
AB263327	Brazil	Miranda do Norte	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg322
AB263328	Brazil	Santa InÍs	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg325
AB263329	Brazil	Coroat· 	2003	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg331
AB263330	Brazil	GonÁalves Dias	2003	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRct333
AB263331	Brazil	Capinzal do Norte	-	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	BRdg334
